,NAME,PHONE NO,COMPANY ORG,LOCATION,BIZ ADDRESS,SHARE CAPITAL,EMAIL,SECTOR,PRODUCT/SERVICES,NO OF EMPLOYEES,TURNOVER
,SPINA AFRICA INDUSTRIAL SOLUTIONS LTD,234(0)8183488200,,Lagos,"10B1, Ashabi Adewale Close Off Admiralty Way, Lekki Phase 1 Peninsula Scheme 1",,info@spinagroup.com,Petroleum downstream,"Producing Oil & Gas, Energymanufacturer And Trading Of Electrical Material",,
,FIRESTOP INTERNATIONAL LIMITED,234(0)8037165408,,Lagos,"No. 5 Soyebo Close Apple Zone, Omole Phase 1 Estate",,firestop@cobranet.org; ghassanabuhassan0@gmail.com,Other Service Activities ,Sale & Service Of Fire Extinguishers ( Amerex Brand ) Made In Usa,,
,RAND MERCHANT BANK NIGERIA LIMITED,234(1)4637966,,Lagos,"3Rd Floor, East Tower Wings 17A Ozumba Mbadiwe Street",,info@rmb.co.ng; taiwo.shote@rmb.com.ng,Other Service Activities , ,,
,WAKMAN GOLDEN HERITAGE LTD,234(0)8033592276,,Lagos,Oshodi Beside Lastma Headquarter Abiola Warehouse,,wakmangold1@rocketmail.com,agriculture,"Exporter Of Raw Cashew Nut, Cocoa, Sesame Seed, Ginger",,
,LEADERSHIP EFFECTIVENESS ACCOUNTABILITY AND PROFESSIONALISM AFRICA ENDOWMENT FUND LTD/GTE,234(1)2706541,,Lagos,Omorinre Johnson Street,,info@leapafrica.org,Other Service Activities ,"To Inspire, Empower And Equip Business Owners, Youth, Teachers And Social Entrepreneurs With The Skills And Tools For Personal And Organizational Transformation; Provides Training On Leadership, Ethics And Civics",,
,CAMAC INTERNATIONAL (NIGERIA)LTD,234(1)4603340,,Lagos,"Plot 1649 Olosa Street, Victoria Island",,careers1@camac.com,Petroleum downstream,"Provides Oil And Gas Exploration Services, Engaged Into Engineering, Project Management And Procurement Services, Trading Of Crude Oil And Refined Products, Provides Natural Gas & Power",,
,KXTA PACOS NIG. LTD.,234(1)3427722,,Lagos,Plot 13 Alakoso Avenue Amuwo-Odofin Industrial Estate,,admin@kxtapacos.com,Construction,"Truck and construction equipment dealership, commodity export, used engines, spareParts and auto accessories wholesale",,
,ELECTED KING MERCHANDISE LIMITED,234(80)8034314531,,Lagos,No.149B Agege Motor Road Olosha Mushin,,ekings4all@yahoo.com,Other Service Activities ,"Importer, Electronics Spare parts and components distributor, General Merchant",,
,MAINSTREAM PUBLISHERS LIMITED,234(80)8033304739,,Lagos,9 Adebola Street BHD Access Bank Baba - Oba Bus Stop Isheri Idimu,,mainstreampublishers@yahoo.com,Manufacturing,Publishing of Educational Books,,
,NAUPAN ENGINEERING COMPANY LIMITED,234(0)8055407799,,Abia,Plot G Industrial Layout,,naupan1@yahoo.com,Construction,"Construction & Management, Steel Structures& Tank , Industrial Services Maintenace",,
,INTERGRATED SHIPPING SERVICES NIGERIA LTD,234(1)4545354,,Lagos,No.31B Marine Road,,info@inter-ship.com,Transport/storage,"Clearing and forwarding; shipping services , warehouse  & storage services.",,
,ANIK FURNITURE COMPANY LIMITED,234(80)8033418308,,Abia,1B Eziukwu Road,,anikdecor@yahoo.com,Other Service Activities ,Furniture Making,,
,GINGER BOX,234(12)957755,,Lagos,"1 Zansi Close Onike, Yaba Off Iwaya",,"info@gingerbox.com.ng, iretimipo@gingerbox.com.ng",Other Service Activities , ,,
,STARTRIGHT PUBLICATIONS,234(80)8033437074,,Lagos,"5 Lawrence Street Idimu Ejigbo Road Idimu, Mushin Lagos",,startrightpub@gmail.com,Other Service Activities , ,,
,ROYAL SALT LIMITED,234(1)5451512,,Lagos,"Northern Warehouse Kirikiri Lighter Terminal, Phase I Npa Port, Apapa",,rtllfinance@gmail.com,Manufacturing,Manufactures Edible Food Grade Iodized Salt,,
,EIYE JERRYS NIGERIA LIMITED,234(1)2121749,,Lagos,"8, Alade Avenue Off Awolowo Way Ikeja",,info@ejerrysng.com,Other Service Activities ,"Electrical Panel Production, Supply And Installation Of Transformers, Switch Boards/Gears, Cable Installation, Inverters, Control Systems, Supply And Installation Of Gas/Diesel Generators, Lightings And Fittings, Solar Power",,
,EURAFRIC POWER LIMITED,234(1)4617870,,Lagos,24B. A.J. Marinho Drive Victoria Island,,info@geurafric.com,Petroleum downstream,"Oil & Gas Upstream, Engineering Construction & Contracts,  Turnkey Power Projects",,
,RAINBOW COLLEGE,234(1)7365674,,Lagos,"Rainbow College Day, Off Bode Thomas Street 51 Johnson Street",,info@rainbowcollege.org; admissions@rainbowcollege.org,Other Service Activities , ,,
,MAIN STREET TECHNOLOGIES LIMITED,234(1)3422000,,Lagos,FABAC Centre 3B Ligali Ayorinde Street,,info@mainstreet-tech.com,Other Service Activities , ,,
,TECHBLOW NIGERIA LIMITED,234(1)2718999,,Ogun,"Km 40, Lagos-Abeokuta Expressway Ijako, Sango-Ota",,"info@techblow.com.ng, podiavbara@yahoo.com",Manufacturing,"Manufacturing, Trading, Design and Molding of   Plastic Jerry Cans, Plastic Coolers, Cosmetic Jars, Pharma Bottles, Yoghurt Bottles, and other containers",,
,PLYCON (NIGERIA) LIMITED,234(1)2952127,,Lagos,44 A/B Chris Maduike Street Lekki Phase 1,,info@plyconlimited.com,Construction,"Civil Engineering And Construction Firm, Developers & Building Project Management",,
,CAPETRUST INVESTMENT LTD,234(80)8022222592,,Lagos,"1 ,Zainab Crescent Medina Estate, Kosofe",,capetrustinvestment@gmail.com,Other Service Activities , ,,
,25TH CENTURY MAN LIMITED,234(706)7061132398,,Lagos,"30, Olode Okuta Street Mosholashi",,job.naomi@yahoo.com,Transport/storage,"Supply Chain; Procurement, Logistics And Packaging Solutions Services",,
